entry_id,student_id,task_id,topic,difficulty,correct,task_text,solution
980,3,980,неравенства,easy,неправильно,Решите неравенство: x > 5.,
981,18,981,функции,hard,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
982,22,982,проценты,hard,неправильно,Товар стоит 171 тенге. Его уценили на 15%. Найдите новую цену.,
983,11,983,проценты,hard,правильно,Товар стоит 870 тенге. Его уценили на 15%. Найдите новую цену.,
984,21,984,интегралы,hard,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
985,30,985,тригонометрия,easy,правильно,Вычислите sin 90°.,
986,1,986,комбинаторика,easy,правильно,Сколькими способами можно выбрать 8 учеников из 9?,
987,30,987,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
988,8,988,комбинаторика,medium,неправильно,Сколькими способами можно выбрать 2 учеников из 6?,
989,22,989,площадь/объём,medium,неправильно,Найдите площадь прямоугольника со сторонами 4 см и 6 см.,
990,20,990,тригонометрия,hard,правильно,Вычислите sin 60°.,
991,28,991,уравнения,easy,неправильно,Решите уравнение: 2x + 1 = 25.,
992,7,992,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
993,19,993,неравенства,easy,правильно,Решите неравенство: x > 2.,
994,11,994,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
995,14,995,арифметика,hard,правильно,Найдите сумму чисел 63 и 23.,
996,11,996,матрицы,medium,неправильно,"Найдите определитель матрицы [[2, 2], [5, 3]].",
997,27,997,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 7, d = 6. Найдите a6.",
998,24,998,производные,easy,правильно,Найдите производную функции f(x) = x^5.,
999,7,999,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1000,7,1000,проценты,medium,правильно,Товар стоит 763 тенге. Его уценили на 20%. Найдите новую цену.,
1001,21,1001,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 8 см и 14 см.,
1002,24,1002,последовательности,easy,правильно,"В арифметической прогрессии a1 = 3, d = 6. Найдите a7.",
1003,9,1003,геометрия,medium,неправильно,Периметр квадрата равен 24 см. Найдите длину его стороны.,
1004,10,1004,арифметика,medium,неправильно,Найдите сумму чисел 53 и 59.,
1005,22,1005,логарифмы,hard,правильно,Вычислите log_2 2.,
1006,20,1006,производные,easy,неправильно,Найдите производную функции f(x) = x^2.,
1007,1,1007,вероятности,hard,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1008,24,1008,дроби,easy,неправильно,У ученика было 23 тетрадей. Он отдал 2/4 всех тетрадей. Сколько тетрадей у него осталось?,
1009,7,1009,тригонометрия,hard,неправильно,Вычислите sin 30°.,
1010,20,1010,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 11 см и 6 см.,
1011,23,1011,проценты,easy,неправильно,Товар стоит 998 тенге. Его уценили на 20%. Найдите новую цену.,
1012,16,1012,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 12 см и 7 см.,
1013,2,1013,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1014,28,1014,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 2 учеников из 6?,
1015,24,1015,функции,medium,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1016,13,1016,уравнения,easy,неправильно,Решите уравнение: 6x - 1 = 83.,
1017,8,1017,комбинаторика,easy,правильно,Сколькими способами можно выбрать 5 учеников из 6?,
1018,11,1018,тригонометрия,medium,неправильно,Вычислите sin 45°.,
1019,5,1019,неравенства,hard,неправильно,Решите неравенство: x > 3.,
1020,3,1020,логарифмы,easy,неправильно,Вычислите log_2 16.,
1021,4,1021,неравенства,hard,неправильно,Решите неравенство: x > 0.,
1022,25,1022,пределы,medium,правильно,Найдите предел lim (x→0) (sin x) / x.,
1023,12,1023,проценты,easy,неправильно,Товар стоит 203 тенге. Его уценили на 5%. Найдите новую цену.,
1024,17,1024,логарифмы,easy,неправильно,Вычислите log_2 32.,
1025,21,1025,комбинаторика,hard,правильно,Сколькими способами можно выбрать 7 учеников из 10?,
1026,20,1026,проценты,easy,неправильно,Товар стоит 727 тенге. Его уценили на 20%. Найдите новую цену.,
1027,12,1027,интегралы,hard,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1028,23,1028,логарифмы,easy,неправильно,Вычислите log_2 16.,
1029,7,1029,функции,medium,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1030,4,1030,геометрия,medium,неправильно,Периметр квадрата равен 44 см. Найдите длину его стороны.,
1031,4,1031,проценты,hard,неправильно,Товар стоит 318 тенге. Его уценили на 5%. Найдите новую цену.,
1032,5,1032,производные,easy,правильно,Найдите производную функции f(x) = x^4.,
1033,30,1033,уравнения,medium,правильно,Решите уравнение: 8x - 3 = 109.,
1034,13,1034,пределы,medium,правильно,Найдите предел lim (x→0) (sin x) / x.,
1035,10,1035,логарифмы,easy,правильно,Вычислите log_2 16.,
1036,17,1036,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1037,13,1037,арифметика,hard,неправильно,Найдите сумму чисел 62 и 95.,
1038,21,1038,комбинаторика,medium,правильно,Сколькими способами можно выбрать 3 учеников из 6?,
1039,10,1039,арифметика,easy,неправильно,Найдите сумму чисел 82 и 22.,
1040,24,1040,комбинаторика,medium,неправильно,Сколькими способами можно выбрать 5 учеников из 7?,
1041,20,1041,тригонометрия,medium,правильно,Вычислите sin 45°.,
1042,10,1042,тригонометрия,easy,правильно,Вычислите sin 30°.,
1043,30,1043,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 5 учеников из 9?,
1044,11,1044,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
1045,10,1045,комбинаторика,easy,правильно,Сколькими способами можно выбрать 5 учеников из 6?,
1046,30,1046,производные,easy,неправильно,Найдите производную функции f(x) = x^3.,
1047,26,1047,уравнения,easy,правильно,Решите уравнение: 4x + 10 = 34.,
1048,7,1048,функции,hard,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1049,16,1049,неравенства,easy,правильно,Решите неравенство: x > 8.,
1050,7,1050,производные,medium,правильно,Найдите производную функции f(x) = x^5.,
1051,2,1051,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 7 см и 11 см.,
1052,25,1052,геометрия,hard,неправильно,Периметр квадрата равен 44 см. Найдите длину его стороны.,
1053,29,1053,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1054,17,1054,арифметика,hard,неправильно,Найдите сумму чисел 25 и 32.,
1055,22,1055,уравнения,hard,правильно,Решите уравнение: 2x - 7 = 17.,
1056,7,1056,уравнения,medium,правильно,Решите уравнение: 6x + 7 = 97.,
1057,2,1057,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 5 учеников из 8?,
1058,12,1058,производные,easy,правильно,Найдите производную функции f(x) = x^2.,
1059,15,1059,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1060,25,1060,вероятности,hard,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1061,18,1061,интегралы,medium,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1062,5,1062,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 6, d = 6. Найдите a13.",
1063,4,1063,уравнения,easy,правильно,Решите уравнение: 9x + 8 = 125.,
1064,12,1064,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 3 см и 4 см.,
1065,17,1065,проценты,hard,правильно,Товар стоит 517 тенге. Его уценили на 20%. Найдите новую цену.,
1066,23,1066,тригонометрия,easy,неправильно,Вычислите sin 90°.,
1067,9,1067,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1068,5,1068,матрицы,hard,неправильно,"Найдите определитель матрицы [[2, 2], [3, 4]].",
1069,12,1069,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1070,18,1070,логарифмы,hard,правильно,Вычислите log_2 2.,
1071,2,1071,производные,medium,неправильно,Найдите производную функции f(x) = x^4.,
1072,18,1072,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 9, d = 4. Найдите a15.",
1073,12,1073,уравнения,medium,правильно,Решите уравнение: 7x - 8 = 55.,
1074,15,1074,интегралы,hard,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1075,15,1075,проценты,medium,правильно,Товар стоит 754 тенге. Его уценили на 5%. Найдите новую цену.,
1076,25,1076,уравнения,easy,неправильно,Решите уравнение: 2x + 0 = 20.,
1077,10,1077,логарифмы,easy,правильно,Вычислите log_2 8.,
1078,3,1078,неравенства,medium,правильно,Решите неравенство: x > 7.,
1079,13,1079,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 5 см и 9 см.,
1080,29,1080,неравенства,medium,неправильно,Решите неравенство: x > 5.,
1081,4,1081,дроби,easy,неправильно,У ученика было 28 тетрадей. Он отдал 3/7 всех тетрадей. Сколько тетрадей у него осталось?,
1082,12,1082,проценты,hard,неправильно,Товар стоит 948 тенге. Его уценили на 20%. Найдите новую цену.,
1083,17,1083,тригонометрия,medium,неправильно,Вычислите sin 45°.,
1084,12,1084,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
1085,18,1085,производные,medium,неправильно,Найдите производную функции f(x) = x^2.,
1086,22,1086,производные,medium,правильно,Найдите производную функции f(x) = x^3.,
1087,24,1087,комбинаторика,hard,неправильно,Сколькими способами можно выбрать 2 учеников из 8?,
1088,30,1088,функции,medium,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1089,20,1089,уравнения,easy,неправильно,Решите уравнение: 7x - 4 = 24.,
1090,13,1090,площадь/объём,hard,правильно,Найдите площадь прямоугольника со сторонами 11 см и 8 см.,
1091,14,1091,функции,easy,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1092,7,1092,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 6 см и 15 см.,
1093,6,1093,проценты,hard,правильно,Товар стоит 152 тенге. Его уценили на 20%. Найдите новую цену.,
1094,25,1094,производные,medium,неправильно,Найдите производную функции f(x) = x^5.,
1095,6,1095,функции,easy,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1096,15,1096,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
1097,14,1097,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 7, d = 2. Найдите a7.",
1098,29,1098,неравенства,easy,правильно,Решите неравенство: x > 5.,
1099,11,1099,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1100,15,1100,матрицы,easy,правильно,"Найдите определитель матрицы [[3, 1], [0, 5]].",
1101,18,1101,дроби,easy,неправильно,У ученика было 69 тетрадей. Он отдал 2/3 всех тетрадей. Сколько тетрадей у него осталось?,
1102,7,1102,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 11 см и 11 см.,
1103,20,1103,комбинаторика,easy,правильно,Сколькими способами можно выбрать 4 учеников из 6?,
1104,1,1104,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 3 см и 9 см.,
1105,13,1105,уравнения,medium,неправильно,Решите уравнение: 3x + 4 = 16.,
1106,8,1106,матрицы,easy,неправильно,"Найдите определитель матрицы [[1, 0], [3, 1]].",
1107,9,1107,геометрия,easy,неправильно,Периметр квадрата равен 16 см. Найдите длину его стороны.,
1108,24,1108,дроби,easy,правильно,У ученика было 61 тетрадей. Он отдал 5/5 всех тетрадей. Сколько тетрадей у него осталось?,
1109,15,1109,уравнения,medium,правильно,Решите уравнение: 7x + 3 = 94.,
1110,30,1110,пределы,hard,неправильно,Найдите предел lim (x→0) (sin x) / x.,
1111,20,1111,тригонометрия,medium,правильно,Вычислите sin 30°.,
1112,27,1112,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1113,2,1113,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1114,22,1114,производные,hard,неправильно,Найдите производную функции f(x) = x^2.,
1115,4,1115,неравенства,easy,правильно,Решите неравенство: x > 6.,
1116,17,1116,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 4, d = 5. Найдите a7.",
1117,17,1117,производные,easy,правильно,Найдите производную функции f(x) = x^5.,
1118,19,1118,геометрия,medium,правильно,Периметр квадрата равен 32 см. Найдите длину его стороны.,
1119,7,1119,уравнения,easy,правильно,Решите уравнение: 4x + 4 = 64.,
1120,22,1120,дроби,easy,неправильно,У ученика было 34 тетрадей. Он отдал 3/6 всех тетрадей. Сколько тетрадей у него осталось?,
1121,27,1121,арифметика,easy,неправильно,Найдите сумму чисел 14 и 88.,
1122,10,1122,логарифмы,easy,неправильно,Вычислите log_2 2.,
1123,21,1123,последовательности,medium,правильно,"В арифметической прогрессии a1 = 5, d = 6. Найдите a13.",
1124,19,1124,логарифмы,medium,правильно,Вычислите log_2 2.,
1125,7,1125,арифметика,medium,правильно,Найдите сумму чисел 91 и 77.,
1126,28,1126,неравенства,medium,неправильно,Решите неравенство: x > 1.,
1127,16,1127,функции,hard,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1128,9,1128,матрицы,hard,правильно,"Найдите определитель матрицы [[3, 0], [5, 3]].",
1129,13,1129,матрицы,easy,правильно,"Найдите определитель матрицы [[1, 1], [3, 5]].",
1130,15,1130,тригонометрия,hard,неправильно,Вычислите sin 90°.,
1131,1,1131,комбинаторика,medium,правильно,Сколькими способами можно выбрать 9 учеников из 10?,
1132,7,1132,пределы,hard,правильно,Найдите предел lim (x→0) (sin x) / x.,
1133,27,1133,логарифмы,hard,правильно,Вычислите log_2 8.,
1134,5,1134,арифметика,easy,неправильно,Найдите сумму чисел 100 и 76.,
1135,23,1135,проценты,easy,правильно,Товар стоит 219 тенге. Его уценили на 10%. Найдите новую цену.,
1136,19,1136,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 1, d = 5. Найдите a6.",
1137,22,1137,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 9, d = 3. Найдите a5.",
1138,17,1138,тригонометрия,easy,правильно,Вычислите sin 60°.,
1139,21,1139,арифметика,hard,неправильно,Найдите сумму чисел 87 и 66.,
1140,5,1140,арифметика,medium,правильно,Найдите сумму чисел 59 и 93.,
1141,9,1141,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1142,17,1142,тригонометрия,easy,неправильно,Вычислите sin 45°.,
1143,25,1143,уравнения,easy,неправильно,Решите уравнение: 5x + 3 = 28.,
1144,6,1144,тригонометрия,medium,неправильно,Вычислите sin 30°.,
1145,18,1145,неравенства,medium,правильно,Решите неравенство: x > 9.,
1146,30,1146,неравенства,easy,неправильно,Решите неравенство: x > 5.,
1147,22,1147,тригонометрия,easy,правильно,Вычислите sin 60°.,
1148,24,1148,тригонометрия,easy,неправильно,Вычислите sin 60°.,
1149,6,1149,геометрия,medium,неправильно,Периметр квадрата равен 24 см. Найдите длину его стороны.,
1150,6,1150,логарифмы,medium,правильно,Вычислите log_2 4.,
1151,13,1151,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1152,8,1152,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 4 учеников из 9?,
1153,17,1153,неравенства,easy,неправильно,Решите неравенство: x > 2.,
1154,19,1154,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 4 см и 15 см.,
1155,25,1155,неравенства,easy,правильно,Решите неравенство: x > 6.,
1156,24,1156,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1157,30,1157,арифметика,hard,неправильно,Найдите сумму чисел 57 и 16.,
1158,4,1158,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1159,15,1159,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1160,20,1160,арифметика,easy,неправильно,Найдите сумму чисел 93 и 46.,
1161,19,1161,арифметика,easy,неправильно,Найдите сумму чисел 51 и 17.,
1162,1,1162,уравнения,hard,правильно,Решите уравнение: 6x - 9 = 45.,
1163,6,1163,логарифмы,medium,неправильно,Вычислите log_2 4.,
1164,4,1164,тригонометрия,easy,правильно,Вычислите sin 60°.,
1165,18,1165,последовательности,easy,правильно,"В арифметической прогрессии a1 = 2, d = 5. Найдите a11.",
1166,5,1166,уравнения,easy,неправильно,Решите уравнение: 9x + 4 = 67.,
1167,21,1167,дроби,medium,неправильно,У ученика было 18 тетрадей. Он отдал 5/5 всех тетрадей. Сколько тетрадей у него осталось?,
1168,1,1168,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1169,5,1169,производные,medium,правильно,Найдите производную функции f(x) = x^5.,
1170,12,1170,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1171,9,1171,дроби,hard,правильно,У ученика было 59 тетрадей. Он отдал 2/5 всех тетрадей. Сколько тетрадей у него осталось?,
1172,3,1172,производные,hard,неправильно,Найдите производную функции f(x) = x^4.,
1173,13,1173,пределы,medium,неправильно,Найдите предел lim (x→0) (sin x) / x.,
1174,15,1174,логарифмы,easy,неправильно,Вычислите log_2 32.,
1175,24,1175,проценты,easy,правильно,Товар стоит 829 тенге. Его уценили на 5%. Найдите новую цену.,
1176,21,1176,интегралы,hard,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1177,8,1177,площадь/объём,medium,неправильно,Найдите площадь прямоугольника со сторонами 11 см и 6 см.,
1178,28,1178,геометрия,easy,неправильно,Периметр квадрата равен 56 см. Найдите длину его стороны.,
1179,20,1179,логарифмы,hard,правильно,Вычислите log_2 4.,
1180,5,1180,интегралы,hard,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1181,30,1181,дроби,easy,неправильно,У ученика было 52 тетрадей. Он отдал 5/5 всех тетрадей. Сколько тетрадей у него осталось?,
1182,26,1182,тригонометрия,easy,неправильно,Вычислите sin 60°.,
1183,28,1183,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1184,13,1184,проценты,easy,неправильно,Товар стоит 398 тенге. Его уценили на 5%. Найдите новую цену.,
1185,3,1185,арифметика,medium,неправильно,Найдите сумму чисел 25 и 25.,
1186,1,1186,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 4 см и 13 см.,
1187,2,1187,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 8 см и 10 см.,
1188,11,1188,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 4, d = 5. Найдите a10.",
1189,14,1189,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 1, d = 5. Найдите a10.",
1190,25,1190,уравнения,medium,неправильно,Решите уравнение: 4x - 3 = 5.,
1191,3,1191,уравнения,easy,правильно,Решите уравнение: 2x + 0 = 24.,
1192,3,1192,геометрия,medium,неправильно,Периметр квадрата равен 60 см. Найдите длину его стороны.,
1193,6,1193,уравнения,medium,неправильно,Решите уравнение: 7x + 3 = 80.,
1194,23,1194,неравенства,easy,неправильно,Решите неравенство: x > 7.,
1195,24,1195,вероятности,hard,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1196,12,1196,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
1197,19,1197,последовательности,medium,правильно,"В арифметической прогрессии a1 = 6, d = 6. Найдите a8.",
1198,7,1198,последовательности,hard,правильно,"В арифметической прогрессии a1 = 3, d = 3. Найдите a7.",
1199,22,1199,производные,easy,неправильно,Найдите производную функции f(x) = x^3.,
1200,30,1200,функции,medium,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1201,28,1201,неравенства,easy,правильно,Решите неравенство: x > 0.,
1202,12,1202,производные,medium,правильно,Найдите производную функции f(x) = x^5.,
1203,21,1203,проценты,easy,правильно,Товар стоит 984 тенге. Его уценили на 10%. Найдите новую цену.,
1204,3,1204,логарифмы,hard,правильно,Вычислите log_2 8.,
1205,10,1205,вероятности,hard,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1206,12,1206,уравнения,easy,неправильно,Решите уравнение: 2x + 10 = 34.,
1207,9,1207,логарифмы,easy,правильно,Вычислите log_2 4.,
1208,15,1208,уравнения,easy,неправильно,Решите уравнение: 3x + 1 = 43.,
1209,1,1209,интегралы,medium,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1210,24,1210,последовательности,medium,правильно,"В арифметической прогрессии a1 = 5, d = 3. Найдите a8.",
1211,5,1211,арифметика,medium,неправильно,Найдите сумму чисел 95 и 86.,
1212,18,1212,логарифмы,easy,правильно,Вычислите log_2 32.,
1213,8,1213,геометрия,easy,неправильно,Периметр квадрата равен 28 см. Найдите длину его стороны.,
1214,24,1214,последовательности,hard,неправильно,"В арифметической прогрессии a1 = 8, d = 2. Найдите a6.",
1215,14,1215,дроби,easy,неправильно,У ученика было 28 тетрадей. Он отдал 5/2 всех тетрадей. Сколько тетрадей у него осталось?,
1216,16,1216,последовательности,hard,правильно,"В арифметической прогрессии a1 = 3, d = 5. Найдите a11.",
1217,6,1217,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 8 см и 11 см.,
1218,5,1218,логарифмы,easy,неправильно,Вычислите log_2 2.,
1219,11,1219,интегралы,medium,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1220,1,1220,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1221,30,1221,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 3, d = 3. Найдите a8.",
1222,6,1222,уравнения,easy,правильно,Решите уравнение: 5x + 6 = 61.,
1223,2,1223,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1224,27,1224,неравенства,hard,неправильно,Решите неравенство: x > 7.,
1225,24,1225,логарифмы,medium,неправильно,Вычислите log_2 32.,
1226,12,1226,площадь/объём,medium,неправильно,Найдите площадь прямоугольника со сторонами 9 см и 9 см.,
1227,24,1227,комбинаторика,hard,неправильно,Сколькими способами можно выбрать 2 учеников из 5?,
1228,27,1228,дроби,medium,правильно,У ученика было 25 тетрадей. Он отдал 8/4 всех тетрадей. Сколько тетрадей у него осталось?,
1229,7,1229,уравнения,hard,правильно,Решите уравнение: 2x + 0 = 18.,
1230,6,1230,матрицы,easy,неправильно,"Найдите определитель матрицы [[0, 1], [5, 1]].",
1231,2,1231,неравенства,medium,неправильно,Решите неравенство: x > 7.,
1232,27,1232,дроби,medium,неправильно,У ученика было 44 тетрадей. Он отдал 4/8 всех тетрадей. Сколько тетрадей у него осталось?,
1233,26,1233,матрицы,easy,неправильно,"Найдите определитель матрицы [[3, 1], [0, 2]].",
1234,15,1234,производные,easy,правильно,Найдите производную функции f(x) = x^3.,
1235,13,1235,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 4, d = 1. Найдите a6.",
1236,2,1236,логарифмы,medium,неправильно,Вычислите log_2 16.,
1237,1,1237,арифметика,hard,правильно,Найдите сумму чисел 42 и 14.,
1238,2,1238,комбинаторика,hard,неправильно,Сколькими способами можно выбрать 5 учеников из 10?,
1239,1,1239,проценты,easy,неправильно,Товар стоит 926 тенге. Его уценили на 10%. Найдите новую цену.,
1240,12,1240,площадь/объём,hard,правильно,Найдите площадь прямоугольника со сторонами 6 см и 15 см.,
1241,14,1241,дроби,easy,правильно,У ученика было 56 тетрадей. Он отдал 4/7 всех тетрадей. Сколько тетрадей у него осталось?,
1242,27,1242,матрицы,easy,неправильно,"Найдите определитель матрицы [[3, 3], [4, 0]].",
1243,20,1243,производные,easy,правильно,Найдите производную функции f(x) = x^4.,
1244,28,1244,неравенства,easy,правильно,Решите неравенство: x > 6.,
1245,22,1245,пределы,hard,неправильно,Найдите предел lim (x→0) (sin x) / x.,
1246,11,1246,тригонометрия,hard,неправильно,Вычислите sin 60°.,
1247,7,1247,матрицы,medium,неправильно,"Найдите определитель матрицы [[1, 0], [3, 3]].",
1248,1,1248,неравенства,easy,неправильно,Решите неравенство: x > 4.,
1249,5,1249,дроби,easy,правильно,У ученика было 11 тетрадей. Он отдал 3/3 всех тетрадей. Сколько тетрадей у него осталось?,
1250,16,1250,производные,easy,неправильно,Найдите производную функции f(x) = x^4.,
1251,20,1251,пределы,hard,правильно,Найдите предел lim (x→0) (sin x) / x.,
1252,28,1252,производные,easy,правильно,Найдите производную функции f(x) = x^2.,
1253,20,1253,интегралы,medium,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
1254,28,1254,производные,easy,неправильно,Найдите производную функции f(x) = x^4.,
1255,5,1255,тригонометрия,medium,неправильно,Вычислите sin 60°.,
1256,29,1256,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1257,15,1257,тригонометрия,medium,неправильно,Вычислите sin 30°.,
1258,12,1258,логарифмы,easy,неправильно,Вычислите log_2 8.,
1259,10,1259,неравенства,medium,правильно,Решите неравенство: x > 6.,
1260,2,1260,функции,medium,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
1261,13,1261,вероятности,medium,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1262,22,1262,производные,easy,правильно,Найдите производную функции f(x) = x^3.,
1263,29,1263,матрицы,medium,неправильно,"Найдите определитель матрицы [[1, 4], [4, 5]].",
1264,22,1264,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
1265,25,1265,проценты,easy,правильно,Товар стоит 940 тенге. Его уценили на 5%. Найдите новую цену.,
1266,7,1266,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
1267,4,1267,матрицы,medium,неправильно,"Найдите определитель матрицы [[5, 5], [4, 3]].",
1268,21,1268,неравенства,easy,правильно,Решите неравенство: x > 1.,
1269,9,1269,площадь/объём,medium,неправильно,Найдите площадь прямоугольника со сторонами 10 см и 4 см.,
1270,14,1270,арифметика,medium,неправильно,Найдите сумму чисел 43 и 73.,
1271,17,1271,комбинаторика,hard,правильно,Сколькими способами можно выбрать 7 учеников из 10?,
1272,28,1272,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 15 см и 5 см.,
1273,24,1273,площадь/объём,easy,неправильно,Найдите площадь прямоугольника со сторонами 12 см и 15 см.,
1274,11,1274,последовательности,medium,правильно,"В арифметической прогрессии a1 = 7, d = 6. Найдите a8.",
1275,15,1275,неравенства,medium,правильно,Решите неравенство: x > 1.,
1276,25,1276,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 4 учеников из 10?,
1277,23,1277,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
1278,30,1278,производные,medium,неправильно,Найдите производную функции f(x) = x^4.,
1279,9,1279,логарифмы,medium,правильно,Вычислите log_2 64.,
1280,25,1280,площадь/объём,hard,неправильно,Найдите площадь прямоугольника со сторонами 15 см и 4 см.,
1281,25,1281,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
1282,27,1282,комбинаторика,medium,неправильно,Сколькими способами можно выбрать 6 учеников из 8?,
1283,29,1283,дроби,medium,правильно,У ученика было 15 тетрадей. Он отдал 4/8 всех тетрадей. Сколько тетрадей у него осталось?,
1284,6,1284,последовательности,hard,неправильно,"В арифметической прогрессии a1 = 9, d = 6. Найдите a14.",
1285,29,1285,уравнения,medium,правильно,Решите уравнение: 6x + 1 = 61.,
